,"101","24","18","2","0.5","1","101","36","9","13","1","1","101","18","17","15","1","1","101","22","24","25","0.5","1","101","24","25","13","0.5","1","101","18","15","15","1","1","101","19","18","26","1","1","101","44","10","18","0.3333333333333333","1","101","15","0","31","1","0.3333333333333333","101","23","8","22","0.16666666666666666","1","101","19","20","13","0.5","0.25","101","26","20","18","0.5","1","101","10","0","12","1","1","101","19","27","17","1","1","101","25","20","17","1","1","101","10","9","21","1","1","101","27","5","20","1","0.5","101","35","30","19","1","0.3333333333333333","101","31","9","20","1","1","101","16","5","30","1","1","101","11","18","10","1","1","101","16","22","3","1","0.5","101","37","2","22","0.5","1","101","17","21","29","1","1","101","26","37","13","1","1","101","30","22","1","0.5","0.05263157894736842","101","29","9","1","1","1","101","7","19","4","1","0.5","101","19","32","6","1","0.5","101","18","20","21","0.5","1"
,"101","28","20","2","0.5","1","101","43","11","14","1","1","101","21","17","17","1","1","101","24","25","27","0.5","1","101","26","27","15","0.5","1","101","23","16","19","1","1","101","21","20","30","1","1","101","53","10","21","0.3333333333333333","1","101","18","0","38","1","0.3333333333333333","101","27","7","26","0.16666666666666666","1","101","22","23","13","0.5","0.25","101","33","22","23","0.5","1","101","10","0","13","1","1","101","26","30","20","1","1","101","31","22","19","1","1","101","12","9","23","1","1","101","32","5","25","1","0.5","101","38","35","21","1","0.3333333333333333","101","38","11","27","1","1","101","21","4","39","1","1","101","15","21","12","1","1","101","16","26","2","1","0.5","101","39","2","25","0.5","1","101","22","26","34","1","1","101","35","45","13","1","1","101","34","24","1","0.5","0.05263157894736842","101","32","10","1","1","1","101","9","22","4","1","0.5","101","23","35","6","1","0.5","101","21","23","25","0.5","1"
,"101","30","22","2","0.5","1","101","50","12","15","1","1","101","23","17","20","1","1","101","25","27","28","0.5","1","101","28","29","17","0.5","1","101","27","15","25","1","1","101","25","25","33","1","1","101","58","9","26","0.3333333333333333","1","101","21","0","45","1","0.3333333333333333","101","31","6","30","0.16666666666666666","1","101","24","27","14","0.5","0.25","101","36","23","27","0.5","1","101","11","0","14","1","1","101","31","33","24","1","1","101","39","24","20","1","1","101","12","9","26","1","1","101","40","5","32","1","0.5","101","47","39","21","1","0.3333333333333333","101","43","13","35","1","1","101","25","3","47","1","1","101","17","24","13","1","1","101","19","29","1","1","0.5","101","42","2","29","0.5","1","101","23","30","37","1","1","101","41","51","13","1","1","101","37","26","1","0.5","0.05263157894736842","101","35","12","1","1","1","101","11","27","4","1","0.5","101","27","40","5","1","0.5","101","27","26","30","0.5","1"
,"101","35","25","2","0.5","1","101","56","15","16","1","1","101","27","17","25","1","1","101","26","29","29","0.5","1","101","32","31","18","0.5","1","101","34","13","30","1","1","101","26","29","36","1","1","101","70","8","33","0.3333333333333333","1","101","25","0","52","1","0.3333333333333333","101","34","5","33","0.16666666666666666","1","101","27","32","15","0.5","0.25","101","41","24","32","0.5","1","101","11","0","15","1","1","101","33","37","28","1","1","101","48","27","21","1","1","101","14","9","29","1","1","101","46","5","42","1","0.5","101","53","44","21","1","0.3333333333333333","101","51","15","42","1","1","101","27","2","56","1","1","101","19","29","14","1","1","101","20","33","0","1","0.5","101","44","1","33","0.5","1","101","27","34","39","1","1","101","47","60","13","1","1","101","42","30","1","0.5","0.05263157894736842","101","39","16","0","1","1","101","13","31","4","1","0.5","101","30","44","6","1","0.5","101","31","31","35","0.5","1"
,"101","37","29","2","0.5","1","101","63","23","15","1","1","101","32","17","30","1","1","101","30","31","29","0.5","1","101","33","33","19","0.5","1","101","43","12","34","1","1","101","32","31","40","1","1","101","77","7","39","0.3333333333333333","1","101","29","0","59","1","0.3333333333333333","101","37","4","36","0.16666666666666666","1","101","30","39","16","0.5","0.25","101","47","25","37","0.5","1","101","12","0","17","1","1","101","36","40","33","1","1","101","53","32","20","1","1","101","19","8","34","1","1","101","50","5","52","1","0.5","101","61","47","23","1","0.3333333333333333","101","58","17","46","1","1","101","31","1","67","1","1","101","22","33","16","1","1","101","22","36","0","1","0.5","101","45","1","38","0.5","1","101","29","36","42","1","1","101","51","68","12","1","1","101","46","34","1","0.5","0.05263157894736842","101","40","18","0","1","1","101","14","35","4","1","0.5","101","33","47","8","1","0.5","101","36","37","39","0.5","1"
,"101","41","35","2","0.5","1","101","71","28","13","1","1","101","36","16","35","1","1","101","35","34","28","0.5","1","101","34","34","22","0.5","1","101","46","12","38","1","1","101","36","33","41","1","1","101","87","7","47","0.3333333333333333","1","101","31","0","65","1","0.3333333333333333","101","41","4","40","0.16666666666666666","1","101","36","45","17","0.5","0.25","101","54","25","41","0.5","1","101","12","0","18","1","1","101","40","43","37","1","1","101","62","36","20","1","1","101","20","8","38","1","1","101","55","4","60","1","0.5","101","70","51","24","1","0.3333333333333333","101","66","21","49","1","1","101","35","0","75","1","1","101","25","38","18","1","1","101","23","40","0","1","0.5","101","48","1","45","0.5","1","101","32","36","44","1","1","101","54","71","11","1","1","101","50","39","1","0.5","0.05263157894736842","101","40","21","0","1","1","101","14","38","4","1","0.5","101","36","49","8","1","0.5","101","42","41","43","0.5","1"
,"101","47","41","2","0.5","1","101","77","34","12","1","1","101","39","14","39","1","1","101","40","38","28","0.5","1","101","37","35","24","0.5","1","101","50","12","43","1","1","101","37","35","42","1","1","101","94","6","53","0.3333333333333333","1","101","37","0","72","1","0.3333333333333333","101","44","3","43","0.16666666666666666","1","101","43","50","19","0.5","0.25","101","60","26","46","0.5","1","101","13","0","20","1","1","101","40","44","39","1","1","101","70","41","20","1","1","101","21","8","41","1","1","101","60","3","66","1","0.5","101","76","56","24","1","0.3333333333333333","101","73","26","50","1","1","101","35","0","78","1","1","101","28","41","21","1","1","101","25","43","0","1","0.5","101","53","1","51","0.5","1","101","37","35","47","1","1","101","56","75","10","1","1","101","55","45","1","0.5","0.05263157894736842","101","41","24","0","1","1","101","15","41","4","1","0.5","101","42","52","7","1","0.5","101","47","45","45","0.5","1"
,"101","53","47","2","0.5","1","101","83","42","12","1","1","101","43","13","40","1","1","101","44","41","27","0.5","1","101","39","36","25","0.5","1","101","54","11","45","1","1","101","40","38","43","1","1","101","100","6","56","0.3333333333333333","1","101","41","0","78","1","0.3333333333333333","101","46","3","47","0.16666666666666666","1","101","45","52","21","0.5","0.25","101","62","27","49","0.5","1","101","15","0","22","1","1","101","41","45","41","1","1","101","72","44","22","1","1","101","22","8","45","1","1","101","70","2","72","1","0.5","101","89","62","22","1","0.3333333333333333","101","79","31","51","1","1","101","37","0","82","1","1","101","32","45","23","1","1","101","27","47","0","1","0.5","101","55","1","56","0.5","1","101","42","34","50","1","1","101","60","80","9","1","1","101","58","49","1","0.5","0.05263157894736842","101","42","28","0","1","1","101","19","45","4","1","0.5","101","45","56","5","1","0.5","101","49","48","46","0.5","1"
,"101","57","52","2","0.5","1","101","90","51","12","1","1","101","47","11","43","1","1","101","46","44","27","0.5","1","101","39","36","27","0.5","1","101","60","9","48","1","1","101","48","39","45","1","1","101","107","6","58","0.3333333333333333","1","101","42","0","83","1","0.3333333333333333","101","47","3","53","0.16666666666666666","1","101","48","55","22","0.5","0.25","101","70","28","54","0.5","1","101","15","0","25","1","1","101","41","46","41","1","1","101","76","46","24","1","1","101","24","8","49","1","1","101","77","1","79","1","0.5","101","99","69","21","1","0.3333333333333333","101","86","35","52","1","1","101","40","0","88","1","1","101","39","50","26","1","1","101","30","51","0","1","0.5","101","57","0","59","0.5","1","101","49","33","54","1","1","101","62","84","8","1","1","101","64","54","1","0.5","0.05263157894736842","101","43","31","0","1","1","101","26","50","4","1","0.5","101","49","61","4","1","0.5","101","53","49","47","0.5","1"
,"101","59","55","1","0.5","1","101","99","58","11","1","1","101","50","11","45","1","1","101","48","47","26","0.5","1","101","43","39","27","0.5","1","101","69","7","52","1","1","101","50","38","47","1","1","101","115","5","60","0.3333333333333333","1","101","43","0","86","1","0.3333333333333333","101","48","3","58","0.16666666666666666","1","101","53","60","24","0.5","0.25","101","80","27","60","0.5","1","101","17","0","28","1","1","101","43","46","41","1","1","101","81","47","28","1","1","101","26","8","54","1","1","101","83","1","85","1","0.5","101","108","77","20","1","0.3333333333333333","101","93","38","53","1","1","101","44","0","93","1","1","101","43","56","28","1","1","101","31","54","0","1","0.5","101","58","0","61","0.5","1","101","56","31","58","1","1","101","66","87","7","1","1","101","67","57","0","0.5","0.05263157894736842","101","43","33","0","1","1","101","34","55","4","1","0.5","101","54","66","2","1","0.5","101","55","48","49","0.5","1"
,"101","62","58","1","0.5","1","101","107","64","10","1","1","101","52","11","48","1","1","101","50","49","26","0.5","1","101","44","41","28","0.5","1","101","72","6","56","1","1","101","54","40","48","1","1","101","120","5","61","0.3333333333333333","1","101","46","0","90","1","0.3333333333333333","101","52","3","64","0.16666666666666666","1","101","60","64","27","0.5","0.25","101","89","25","67","0.5","1","101","18","0","32","1","1","101","47","47","40","1","1","101","84","48","32","1","1","101","27","8","59","1","1","101","86","1","88","1","0.5","101","113","82","18","1","0.3333333333333333","101","98","38","55","1","1","101","48","0","98","1","1","101","45","62","30","1","1","101","33","59","0","1","0.5","101","58","0","64","0.5","1","101","60","29","61","1","1","101","73","89","6","1","1","101","69","60","0","0.5","0.05263157894736842","101","44","35","0","1","1","101","34","61","4","1","0.5","101","58","70","1","1","0.5","101","60","46","52","0.5","1"
,"101","65","59","1","0.5","1","101","114","70","8","1","1","101","54","11","52","1","1","101","53","52","26","0.5","1","101","44","43","29","0.5","1","101","77","5","62","1","1","101","57","40","50","1","1","101","124","4","62","0.3333333333333333","1","101","48","0","92","1","0.3333333333333333","101","55","3","69","0.16666666666666666","1","101","66","68","29","0.5","0.25","101","100","22","72","0.5","1","101","21","0","35","1","1","101","49","48","39","1","1","101","89","48","36","1","1","101","28","7","63","1","1","101","90","1","91","1","0.5","101","123","86","15","1","0.3333333333333333","101","102","38","58","1","1","101","50","0","101","1","1","101","49","67","30","1","1","101","36","63","0","1","0.5","101","59","0","66","0.5","1","101","65","28","63","1","1","101","81","93","3","1","1","101","70","62","0","0.5","0.05263157894736842","101","44","37","0","1","1","101","37","67","4","1","0.5","101","60","72","1","1","0.5","101","62","45","54","0.5","1"
,"101","68","60","1","0.5","1","101","122","75","6","1","1","101","57","11","55","1","1","101","56","55","25","0.5","1","101","46","46","30","0.5","1","101","86","3","69","1","1","101","62","40","51","1","1","101","129","4","63","0.3333333333333333","1","101","48","0","94","1","0.3333333333333333","101","55","3","71","0.16666666666666666","1","101","70","70","29","0.5","0.25","101","111","20","76","0.5","1","101","22","0","36","1","1","101","55","50","37","1","1","101","93","49","37","1","1","101","30","6","68","1","1","101","93","1","94","1","0.5",,,,,,,"101","108","38","59","1","1",,,,,,,"101","50","69","30","1","1","101","39","66","0","1","0.5","101","61","0","69","0.5","1","101","70","28","64","1","1","101","90","97","1","1","1","101","71","65","0","0.5","0.05263157894736842","101","47","41","0","1","1","101","38","73","4","1","0.5","101","60","74","1","1","0.5","101","63","44","56","0.5","1"
,"101","70","61","1","0.5","1","101","133","82","3","1","1","101","61","11","58","1","1","101","60","57","24","0.5","1","101","49","50","30","0.5","1","101","90","1","75","1","1","101","65","41","52","1","1","101","134","4","65","0.3333333333333333","1","101","48","0","95","1","0.3333333333333333","101","56","3","72","0.16666666666666666","1","101","75","71","29","0.5","0.25","101","116","19","78","0.5","1","101","23","0","38","1","1","101","61","52","35","1","1","101","93","50","39","1","1","101","33","5","71","1","1","101","97","1","96","1","0.5",,,,,,,"101","110","38","59","1","1",,,,,,,"101","51","70","30","1","1","101","40","70","0","1","0.5","101","62","0","72","0.5","1","101","74","27","66","1","1","101","94","99","0","1","1","101","72","68","0","0.5","0.05263157894736842","101","49","47","0","1","1","101","40","80","3","1","0.5","101","60","75","1","1","0.5","101","64","42","59","0.5","1"
,"101","72","62","1","0.5","1","101","142","88","0","1","1","101","64","11","60","1","1","101","65","59","23","0.5","1","101","54","55","29","0.5","1","101","96","1","81","1","1","101","69","42","53","1","1","101","138","3","67","0.3333333333333333","1","101","48","0","96","1","0.3333333333333333","101","56","3","73","0.16666666666666666","1","101","80","72","29","0.5","0.25","101","119","18","81","0.5","1","101","23","0","40","1","1","101","65","55","32","1","1","101","96","51","40","1","1","101","33","4","75","1","1","101","99","1","98","1","0.5",,,,,,,"101","114","38","59","1","1",,,,,,,"101","51","71","30","1","1","101","42","73","0","1","0.5","101","64","0","75","0.5","1","101","82","27","67","1","1","101","95","101","0","1","1","101","72","71","0","0.5","0.05263157894736842","101","49","52","0","1","1","101","44","83","3","1","0.5","101","62","76","0","1","0.5",,,,,,
,"101","75","64","1","0.5","1","101","142","93","0","1","1","101","66","10","61","1","1","101","70","61","22","0.5","1","101","59","62","28","0.5","1","101","99","1","85","1","1","101","74","44","54","1","1","101","142","3","68","0.3333333333333333","1","101","49","0","97","1","0.3333333333333333","101","57","3","75","0.16666666666666666","1",,,,,,,"101","122","17","83","0.5","1","101","23","0","43","1","1","101","69","57","30","1","1","101","100","53","40","1","1","101","36","2","81","1","1","101","103","0","101","1","0.5",,,,,,,"101","118","38","59","1","1",,,,,,,,,,,,,"101","44","76","0","1","0.5","101","65","0","77","0.5","1","101","90","27","68","1","1",,,,,,,"101","72","74","0","0.5","0.05263157894736842","101","50","58","0","1","1","101","47","86","3","1","0.5","101","62","77","0","1","0.5",,,,,,
,"101","77","65","1","0.5","1","101","143","97","0","1","1","101","69","9","63","1","1","101","76","64","20","0.5","1","101","64","66","26","0.5","1","101","104","0","87","1","1","101","80","43","56","1","1","101","147","3","70","0.3333333333333333","1","101","50","0","98","1","0.3333333333333333","101","58","3","78","0.16666666666666666","1",,,,,,,"101","124","15","86","0.5","1","101","25","0","48","1","1","101","77","59","28","1","1","101","101","54","40","1","1","101","38","1","85","1","1",,,,,,,,,,,,,"101","120","38","59","1","1",,,,,,,,,,,,,"101","46","79","0","1","0.5","101","65","0","79","0.5","1","101","101","25","71","1","1",,,,,,,"101","73","76","0","0.5","0.05263157894736842","101","54","64","0","1","1","101","48","90","2","1","0.5","101","62","79","0","1","0.5",,,,,,
,"101","81","67","1","0.5","1","101","143","99","0","1","1","101","71","8","65","1","1","101","84","69","17","0.5","1","101","68","69","24","0.5","1","101","105","0","88","1","1","101","86","41","58","1","1","101","151","2","72","0.3333333333333333","1","101","51","0","99","1","0.3333333333333333","101","61","3","82","0.16666666666666666","1",,,,,,,,,,,,,"101","27","0","52","1","1","101","85","63","24","1","1","101","106","56","39","1","1","101","38","0","88","1","1",,,,,,,,,,,,,"101","122","38","59","1","1",,,,,,,,,,,,,"101","48","82","0","1","0.5","101","66","0","81","0.5","1","101","111","23","73","1","1",,,,,,,"101","74","78","0","0.5","0.05263157894736842","101","56","70","0","1","1","101","51","94","1","1","0.5","101","63","80","0","1","0.5",,,,,,
,"101","84","68","1","0.5","1","101","144","100","0","1","1","101","77","8","67","1","1","101","89","72","15","0.5","1","101","74","72","23","0.5","1","101","106","0","89","1","1","101","92","39","60","1","1","101","156","2","75","0.3333333333333333","1","101","52","0","100","1","0.3333333333333333","101","64","3","86","0.16666666666666666","1",,,,,,,,,,,,,"101","27","0","54","1","1","101","89","65","22","1","1","101","112","58","38","1","1","101","40","0","90","1","1",,,,,,,,,,,,,"101","124","38","59","1","1",,,,,,,,,,,,,"101","49","86","0","1","0.5","101","68","0","83","0.5","1","101","119","21","75","1","1",,,,,,,"101","76","82","0","0.5","0.05263157894736842","101","60","76","0","1","1","101","54","99","0","1","0.5","101","64","82","0","1","0.5",,,,,,
,"101","87","69","1","0.5","1","101","144","101","0","1","1","101","79","7","69","1","1","101","96","75","13","0.5","1","101","79","75","21","0.5","1","101","108","0","91","1","1","101","98","37","62","1","1","101","160","2","80","0.3333333333333333","1","101","53","0","101","1","0.3333333333333333","101","67","3","89","0.16666666666666666","1",,,,,,,,,,,,,"101","27","0","57","1","1","101","93","66","21","1","1","101","122","62","34","1","1","101","41","0","93","1","1",,,,,,,,,,,,,"101","127","39","59","1","1",,,,,,,,,,,,,"101","52","92","0","1","0.5","101","70","0","87","0.5","1","101","127","19","77","1","1",,,,,,,"101","78","85","0","0.5","0.05263157894736842","101","61","81","0","1","1","101","55","101","0","1","0.5","101","66","85","0","1","0.5",,,,,,
,"101","91","70","0","0.5","1",,,,,,,"101","84","6","72","1","1","101","104","79","10","0.5","1","101","83","77","19","0.5","1","101","108","0","93","1","1","101","108","33","66","1","1","101","164","1","85","0.3333333333333333","1",,,,,,,"101","67","3","91","0.16666666666666666","1",,,,,,,,,,,,,"101","29","0","60","1","1","101","97","66","21","1","1","101","130","65","31","1","1","101","44","0","96","1","1",,,,,,,,,,,,,"101","132","40","59","1","1",,,,,,,,,,,,,"101","53","96","0","1","0.5","101","73","0","93","0.5","1","101","139","17","79","1","1",,,,,,,"101","79","89","0","0.5","0.05263157894736842","101","64","89","0","1","1",,,,,,,"101","67","88","0","1","0.5",,,,,,
,"101","92","71","0","0.5","1",,,,,,,"101","89","5","75","1","1","101","115","83","7","0.5","1","101","84","78","19","0.5","1","101","110","0","96","1","1","101","112","31","68","1","1","101","169","0","90","0.3333333333333333","1",,,,,,,"101","69","3","94","0.16666666666666666","1",,,,,,,,,,,,,"101","31","0","62","1","1","101","99","66","21","1","1","101","140","68","29","1","1","101","45","0","99","1","1",,,,,,,,,,,,,"101","139","42","59","1","1",,,,,,,,,,,,,"101","54","98","0","1","0.5","101","75","0","97","0.5","1","101","151","15","81","1","1",,,,,,,"101","80","92","0","0.5","0.05263157894736842","101","69","97","0","1","1",,,,,,,"101","70","92","0","1","0.5",,,,,,
,"101","93","73","0","0.5","1",,,,,,,"101","92","5","78","1","1","101","125","87","3","0.5","1","101","86","80","18","0.5","1","101","112","0","100","1","1","101","120","28","71","1","1","101","170","0","92","0.3333333333333333","1",,,,,,,"101","71","3","96","0.16666666666666666","1",,,,,,,,,,,,,"101","32","0","63","1","1","101","99","67","20","1","1","101","148","71","26","1","1","101","46","0","101","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","55","100","0","1","0.5","101","75","0","100","0.5","1","101","167","15","81","1","1",,,,,,,"101","81","95","0","0.5","0.05263157894736842","101","72","100","0","1","1",,,,,,,"101","71","94","0","1","0.5",,,,,,
,"101","94","74","0","0.5","1",,,,,,,"101","98","4","81","1","1","101","128","89","2","0.5","1","101","86","81","17","0.5","1","101","112","0","101","1","1","101","124","25","74","1","1","101","171","0","94","0.3333333333333333","1",,,,,,,"101","72","3","97","0.16666666666666666","1",,,,,,,,,,,,,"101","32","0","64","1","1","101","99","68","19","1","1","101","156","74","23","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","55","101","0","1","0.5","101","75","0","101","0.5","1","101","177","14","82","1","1",,,,,,,"101","82","96","0","0.5","0.05263157894736842","101","72","101","0","1","1",,,,,,,"101","71","95","0","1","0.5",,,,,,
,"101","95","76","0","0.5","1",,,,,,,"101","105","2","84","1","1","101","128","90","2","0.5","1","101","88","82","16","0.5","1",,,,,,,"101","128","24","76","1","1","101","172","0","96","0.3333333333333333","1",,,,,,,"101","72","3","98","0.16666666666666666","1",,,,,,,,,,,,,"101","33","0","65","1","1","101","101","69","18","1","1","101","164","77","20","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","187","14","82","1","1",,,,,,,"101","83","97","0","0.5","0.05263157894736842",,,,,,,,,,,,,"101","72","96","0","1","0.5",,,,,,
,"101","97","79","0","0.5","1",,,,,,,"101","109","1","86","1","1","101","129","92","2","0.5","1","101","88","83","15","0.5","1",,,,,,,"101","130","22","78","1","1","101","174","0","98","0.3333333333333333","1",,,,,,,,,,,,,,,,,,,,,,,,,"101","34","0","67","1","1","101","101","70","17","1","1","101","167","78","20","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","196","14","83","1","1",,,,,,,"101","83","98","0","0.5","0.05263157894736842",,,,,,,,,,,,,"101","73","97","0","1","0.5",,,,,,
,"101","99","83","0","0.5","1",,,,,,,"101","112","1","88","1","1","101","131","94","1","0.5","1","101","90","84","14","0.5","1",,,,,,,"101","133","21","80","1","1","101","174","0","100","0.3333333333333333","1",,,,,,,,,,,,,,,,,,,,,,,,,"101","35","0","70","1","1","101","103","72","15","1","1","101","173","80","18","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","207","14","84","1","1",,,,,,,"101","83","100","0","0.5","0.05263157894736842",,,,,,,,,,,,,"101","74","98","0","1","0.5",,,,,,
,"101","101","86","0","0.5","1",,,,,,,"101","114","1","91","1","1","101","134","96","0","0.5","1","101","92","86","12","0.5","1",,,,,,,,,,,,,"101","174","0","101","0.3333333333333333","1",,,,,,,,,,,,,,,,,,,,,,,,,"101","38","0","74","1","1","101","107","74","13","1","1","101","177","82","17","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","220","14","86","1","1",,,,,,,"101","84","101","0","0.5","0.05263157894736842",,,,,,,,,,,,,"101","75","100","0","1","0.5",,,,,,
,"101","102","88","0","0.5","1",,,,,,,"101","118","1","95","1","1","101","135","97","0","0.5","1","101","94","87","11","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","39","0","76","1","1","101","109","77","10","1","1","101","181","83","17","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","232","13","88","1","1",,,,,,,,,,,,,,,,,,,,,,,,,"101","76","101","0","1","0.5",,,,,,
,"101","105","91","0","0.5","1",,,,,,,"101","122","1","98","1","1","101","135","99","0","0.5","1","101","98","89","9","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","40","0","80","1","1","101","111","79","9","1","1","101","182","84","17","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"101","106","94","0","0.5","1",,,,,,,"101","124","0","100","1","1","101","137","101","0","0.5","1","101","100","90","8","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","42","0","84","1","1","101","111","80","9","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"101","107","96","0","0.5","1",,,,,,,"101","124","0","101","1","1",,,,,,,"101","100","90","8","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","43","0","88","1","1","101","111","81","8","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"101","107","98","0","0.5","1",,,,,,,,,,,,,,,,,,,"101","100","91","8","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","45","0","93","1","1","101","111","82","7","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"101","107","99","0","0.5","1",,,,,,,,,,,,,,,,,,,"101","101","93","7","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","49","0","99","1","1","101","114","84","6","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"101","107","100","0","0.5","1",,,,,,,,,,,,,,,,,,,"101","101","94","7","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","49","0","101","1","1","101","114","86","4","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"101","107","101","0","0.5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","115","88","3","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","116","89","3","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","117","91","3","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","118","94","3","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","118","97","3","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","119","98","3","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
